1656372165.png,0.23518089018762112,-0.09246563911437988,-0.006172150373458862,-0.048116534948349,-0.032120317220687866,-0.04246756434440607,-0.10148695111274719,-0.0038858354091644287,-0.1112902611494064,-0.0035605132579803467,0.07269454561173916,-0.02941754460334778,-0.07269454561173916,0.02941754460334778,0.09455451369285578,0.25554805994033813,0.11461023613810539,0.42840224504470825,0.02462473511695873,-0.18868619203567505,0.27300935983657837,-0.078163743019104
1656372167.png,0.22221851348876953,-0.08577126264572144,0.0008621513843536377,-0.05197688937187195,-0.029972612857818548,-0.04978325963020325,-0.09176737070083618,-0.009580254554748535,-0.11342194676399234,-0.011048376560211182,0.07697398960590363,-0.032260954380035456,-0.07697398960590363,0.0322609543800354,0.08712501823902136,0.26632517576217657,0.109230637550354,0.43640995025634777,0.030554592609405462,-0.17860198020935047,0.27840460836887354,-0.07652813196182262
1656372168.png,0.2224682737141847,-0.1080089807510376,-0.005898684263229259,-0.04902616143226618,-0.025541752576828003,-0.04865264892578136,-0.09618254005908972,-0.006815433502197321,-0.11382482945919034,-0.0036079585552214466,0.07609960623085502,-0.023628592491149902,-0.07609960623085499,0.023628592491150013,0.09173838794231412,0.25127339363098145,0.1083214022219181,0.4426841139793395,0.0348252952098847,-0.17035597562789917,0.2832824736833572,-0.07287728786468495
1656372169.png,0.2187375221401453,-0.09867250919342047,0.005492568016052302,-0.05307286977767939,-0.027739048004150446,-0.057729363441467174,-0.07193705439567571,-0.012382328510284424,-0.11674341559410087,-0.018496632575988825,0.07434796728193759,-0.030404537916183416,-0.07434796728193759,0.03040453791618347,0.0970948785543442,0.2498998641967773,0.10357049480080605,0.43386751413345326,0.06009787321090698,-0.12779909372329712,0.28892615437507635,-0.06530851125717152
1656372170.png,0.23528670892119408,-0.08993017673492432,-0.011702686548233032,-0.039425551891326904,-0.015042364597320557,-0.0322759747505188,-0.10226425528526309,-0.0038784146308898926,-0.10044844448566442,0.0005508363246917725,0.07429767772555351,-0.028889387845992986,-0.07429767772555351,0.028889387845993042,0.05752702057361597,0.24133646488189692,0.12175179272890091,0.4418545961380005,0.1768822968006134,-0.06704562902450562,0.2779717743396759,-0.06673091650009144
1656372172.png,0.23152339085936546,-0.09420238435268402,-0.005262851715087891,-0.0512783527374267,-0.023479372262954712,-0.04864835739135742,-0.10293790698051447,-0.011841028928756825,-0.11175261437892911,-0.012204974889755305,0.10212330147624019,-0.03128995001316076,-0.10212330147624016,0.03128995001316082,-0.013308063149452265,0.24917086958885198,0.13221002370119095,0.4594890475273131,0.17241448163986203,0.06366729736328125,0.28463211655616755,-0.07383334636688232
1656372173.png,0.22429830208420753,-0.09783746302127833,-0.0029135048389434814,-0.050385832786560114,-0.023337990045547485,-0.050402849912643544,-0.10030299425125122,-0.01680108904838562,-0.10983853042125702,-0.015060514211654608,0.09615590050816536,-0.03756661713123327,-0.09615590050816536,0.037566617131233215,-0.005508318543434171,0.2386439740657807,0.12089353054761887,0.432147979736328,0.16932287812232974,0.056636154651641846,0.2889498472213745,-0.06647735834121693
1656372175.png,0.2249643160030246,-0.08986708521842957,-0.00015288591384887695,-0.052588075399398804,-0.023270875215530396,-0.052625566720962524,-0.09749481081962585,-0.02372753620147705,-0.11306056380271912,-0.028287529945373535,0.0997890783473849,-0.03477320075035095,-0.0997890783473849,0.03477320075035095,-0.0101794153451919,0.23992544412612926,0.11888632737100124,0.4391881823539735,0.16179226338863373,0.054001152515411266,0.2910093814134598,-0.06753563880920432
1656372176.png,0.22465811017900705,-0.09229351580142969,-0.0014545023441314697,-0.051468938589096125,-0.023565173149108887,-0.05209180712699896,-0.09921947121620173,-0.025552362203598022,-0.11219647526741028,-0.027832388877868652,0.09982708934694529,-0.033980801701545715,-0.09982708934694529,0.033980801701545715,-0.009503141045570346,0.24152901768684387,0.11762792058289051,0.44095468521118175,0.1618755906820297,0.05221986770629883,0.2907058745622635,-0.067701816558838
1656372177.png,0.22624216973781586,-0.08595351874828344,7.730722427368164e-05,-0.0530695915222168,-0.02189388871192932,-0.05450603365898127,-0.0975156426429748,-0.024940490722656194,-0.11151772737503052,-0.02893394231796259,0.09364943206310272,-0.029411926865577698,-0.09364943206310272,0.029411926865577698,-0.0008045285940170288,0.23512843251228321,0.1156175434589386,0.4453345537185669,0.1619357913732528,0.05392342805862438,0.29215395450592047,-0.06870996952056885
1656372178.png,0.23134403675794601,-0.09719623625278473,-0.006637483835220337,-0.04866781830787659,-0.023266345262527466,-0.044898271560669056,-0.10871016979217529,-0.013352185487747192,-0.1073291152715683,-0.016469866037368608,0.07847665995359421,-0.03286375105381012,-0.07847665995359421,0.03286375105381012,-0.011397764086723355,0.2464628517627716,0.11018472909927368,0.44382160902023315,0.16260640323162082,0.053256213665008545,0.2710231691598892,-0.061042964458465576
1656372180.png,0.25725829973816866,-0.08006985485553736,-0.009982317686080877,-0.04393467307090759,-0.01438373327255249,-0.04075130820274364,-0.10170334577560425,-0.016726523637771606,-0.10198262333869929,-0.012406706809997448,0.07076755538582802,-0.030934646725654547,-0.07076755538582803,0.030934646725654602,-0.02199321985244751,0.24392256140708918,0.0782115831971169,0.4379660487174988,0.177222341299057,0.05198955535888672,0.28276240825653076,-0.06070804595947277
1656372181.png,0.2435199320316314,-0.06094975769519806,-0.0064692795276640735,-0.045235395431518555,-0.012299567461013794,-0.04695504903793335,-0.08912602066993719,-0.025976240634918213,-0.09691047668457026,-0.022582650184631348,0.08450096845626834,-0.010457709431648254,-0.08450096845626835,0.010457709431648254,-0.059488087892532404,0.2475026547908783,0.06222310662269591,0.4734193682670592,0.17692571878433228,0.04002881050109863,0.29211148619651794,-0.06527239084243763
1656372182.png,0.2500360235571861,-0.05623127520084387,-0.004530817270278986,-0.04898601770401001,-0.013152003288269043,-0.04727387428283686,-0.09106579422950739,-0.023428857326507457,-0.09825709462165833,-0.021474868059158325,0.07977112382650375,-0.01942063868045807,-0.07977112382650377,0.01942063868045807,-0.04931369423866272,0.24440708756446838,0.06277245283126832,0.46216094493865967,0.17996501922607422,0.04353433847427368,0.29690374433994293,-0.07199394702911377
